codigo_barra,nombre,categoria,ubicacion,precio_venta,unidad_medida,stock_actual,stock_minimo,tiene_codigo_barra
ELO030071,INTERRUPTOR SENCILLO 20 REF 066,Electricidad,Área abierta / patio de materiales,1.89,Unidad,78.6,9.59,1
ELO030072,BOMBILLO LED 16 W REF 067,Electricidad,Área abierta / patio de materiales,6.94,Unidad,75.51,13.13,1
ELO030073,CAJA OCTAGONAL ELÉCTRICA 3/8 REF 068,Electricidad,Área abierta / patio de materiales,2.06,Unidad,85.01,19.53,1
ELO030074,TOMACORRIENTE POLARIZADO 1/4 REF 069,Electricidad,Área abierta / patio de materiales,1.99,Unidad,98.89,19.99,1
ELO030075,CABLE ELÉCTRICO THHN 1/2,Electricidad,Área abierta / patio de materiales,0.67,Metro,90.71,15.44,1
ELO030076,CABLE ELÉCTRICO THHN 1/4 REF 071,Electricidad,Área abierta / patio de materiales,1.34,Metro,133.29,19.94,1
ELO030077,CABLE ELÉCTRICO THHN 1/2 REF 072,Electricidad,Área abierta / patio de materiales,1.24,Metro,124.18,33.83,1
ELO030078,CABLE ELÉCTRICO THHN 3/4 REF 073,Electricidad,Área abierta / patio de materiales,1.5,Metro,140.33,18.85,1
ELO030079,TOMACORRIENTE POLARIZADO 10 REF 074,Electricidad,Área abierta / patio de materiales,2.59,Unidad,65.33,13.99,1
ELO030080,TOMACORRIENTE POLARIZADO 3/4 REF 075,Electricidad,Área abierta / patio de materiales,1.79,Unidad,69.34,17.84,1
ELO030081,INTERRUPTOR SENCILLO 30,Electricidad,Área abierta / patio de materiales,1.27,Unidad,110.74,31.88,1
ELO030082,CINTA AISLANTE 3/4 REF 077,Electricidad,Área abierta / patio de materiales,1.93,Unidad,94.09,11.97,1
ELO030083,TOMACORRIENTE POLARIZADO 30,Electricidad,Área abierta / patio de materiales,1.01,Unidad,23.6,4.03,1
ELO030084,TOMACORRIENTE POLARIZADO 5/16 REF 079,Electricidad,Área abierta / patio de materiales,1.81,Unidad,121.08,16.44,1
ELO030085,INTERRUPTOR SENCILLO 1,Electricidad,Área abierta / patio de materiales,1.63,Unidad,111.62,25.5,1
ELO030086,CABLE ELÉCTRICO THHN 14,Electricidad,Área abierta / patio de materiales,1.11,Metro,98.38,30.96,1
ELO030087,CAJA OCTAGONAL ELÉCTRICA 1,Electricidad,Área abierta / patio de materiales,1.69,Unidad,119.02,30.62,1
ELO030088,INTERRUPTOR SENCILLO 1 REF 083,Electricidad,Área abierta / patio de materiales,1.7,Unidad,122.61,19.98,1
ELO030089,CAJA OCTAGONAL ELÉCTRICA 5/16,Electricidad,Área abierta / patio de materiales,0.64,Unidad,125.97,34.02,1
ELO030090,CABLE ELÉCTRICO THHN 5/16 REF 085,Electricidad,Área abierta / patio de materiales,1.05,Metro,140.52,22.74,1
ELO030091,CABLE ELÉCTRICO THHN 25 REF 086,Electricidad,Área abierta / patio de materiales,3.76,Metro,20.06,4.85,1
ELO030092,CABLE ELÉCTRICO THHN 16 REF 087,Electricidad,Área abierta / patio de materiales,0.58,Metro,51.0,10.14,1
ELO030093,INTERRUPTOR SENCILLO 50,Electricidad,Área abierta / patio de materiales,3.23,Unidad,98.88,22.75,1
ELO030094,BOMBILLO LED 16 W REF 089,Electricidad,Área abierta / patio de materiales,3.54,Unidad,108.95,28.4,1
ELO030095,TOMACORRIENTE POLARIZADO 1 1/2,Electricidad,Área abierta / patio de materiales,3.81,Unidad,118.65,32.76,1
ELO030096,CINTA AISLANTE 50,Electricidad,Área abierta / patio de materiales,2.49,Unidad,26.73,4.59,1
ELO030097,BOMBILLO LED 2 W REF 092,Electricidad,Área abierta / patio de materiales,5.83,Unidad,18.76,3.58,1
ELO030098,CINTA AISLANTE 12,Electricidad,Área abierta / patio de materiales,1.74,Unidad,50.49,7.9,1
ELO030099,TOMACORRIENTE POLARIZADO 30 REF 094,Electricidad,Área abierta / patio de materiales,3.97,Unidad,119.34,27.74,1
ELO030100,CAJA OCTAGONAL ELÉCTRICA 1/2,Electricidad,Área abierta / patio de materiales,0.67,Unidad,31.28,5.31,1
ELO030101,CABLE ELÉCTRICO THHN 12 REF 096,Electricidad,Área abierta / patio de materiales,0.88,Metro,47.54,8.7,1
ELO030102,INTERRUPTOR SENCILLO 10,Electricidad,Área abierta / patio de materiales,1.89,Unidad,18.24,3.85,1
ELO040006,SELLADOR ACRÍLICO BEIGE,Pinturas,Área abierta / patio de materiales,10.17,Galón,148.85,39.35,1
ELO040007,SELLADOR ACRÍLICO NEGRO,Pinturas,Área abierta / patio de materiales,8.69,Galón,67.54,17.59,1
ELO040008,PINTURA LÁTEX COLOR BLANCO,Pinturas,Área abierta / patio de materiales,15.2,Galón,105.16,35.1,1
ELO040009,BANDEJA PARA PINTURA BLANCO,Pinturas,Mostrador / sala de ventas,2.67,Unidad,131.27,39.59,1
ELO040010,BANDEJA PARA PINTURA NEGRO,Pinturas,Mostrador / sala de ventas,6.87,Unidad,113.68,15.46,1
ELO040011,BANDEJA PARA PINTURA BEIGE,Pinturas,Mostrador / sala de ventas,5.74,Unidad,71.77,21.7,1
ELO040012,BROCHA ECONÓMICA ROJO PULG,Pinturas,Mostrador / sala de ventas,1.16,Unidad,125.02,17.42,1
ELO040013,PINTURA LÁTEX COLOR NEGRO,Pinturas,Área abierta / patio de materiales,10.1,Galón,96.89,22.59,1
ELO040014,PINTURA LÁTEX COLOR CAFÉ,Pinturas,Área abierta / patio de materiales,12.61,Galón,9.29,2.66,1
ELO040015,PINTURA LÁTEX COLOR AZUL,Pinturas,Área abierta / patio de materiales,9.96,Galón,4.22,1.08,1
ELO040016,SELLADOR ACRÍLICO VERDE,Pinturas,Área abierta / patio de materiales,13.36,Galón,98.96,34.5,1
ELO040017,RODILLO FELPA GRIS PULG,Pinturas,Mostrador / sala de ventas,3.43,Unidad,65.0,21.22,1
ELO040018,BROCHA ECONÓMICA BLANCO PULG,Pinturas,Mostrador / sala de ventas,2.32,Unidad,135.78,22.06,1
ELO040019,RODILLO FELPA NEGRO PULG,Pinturas,Mostrador / sala de ventas,3.82,Unidad,96.17,11.95,1
ELO040020,BANDEJA PARA PINTURA CAFÉ,Pinturas,Mostrador / sala de ventas,3.18,Unidad,132.77,19.43,1
ELO040021,BROCHA ECONÓMICA VERDE PULG,Pinturas,Mostrador / sala de ventas,1.62,Unidad,110.67,14.19,1
ELO040022,PINTURA LÁTEX COLOR AMARILLO,Pinturas,Área abierta / patio de materiales,23.29,Galón,57.17,10.3,1
ELO040023,BROCHA ECONÓMICA AZUL PULG,Pinturas,Mostrador / sala de ventas,2.87,Unidad,78.4,15.07,1
ELO040024,SELLADOR ACRÍLICO ROJO,Pinturas,Área abierta / patio de materiales,17.5,Galón,134.39,20.59,1
ELO040025,PINTURA LÁTEX COLOR VERDE,Pinturas,Área abierta / patio de materiales,8.18,Galón,71.47,23.86,1
ELO040026,BANDEJA PARA PINTURA VERDE,Pinturas,Mostrador / sala de ventas,3.24,Unidad,40.98,7.29,1
ELO040027,PINTURA LÁTEX COLOR BLANCO REF 022,Pinturas,Área abierta / patio de materiales,9.81,Galón,29.21,4.71,1
ELO040028,SELLADOR ACRÍLICO AZUL,Pinturas,Área abierta / patio de materiales,15.39,Galón,91.62,28.72,1
ELO040029,BROCHA ECONÓMICA GRIS PULG,Pinturas,Mostrador / sala de ventas,2.34,Unidad,92.34,21.88,1
ELO040030,PINTURA LÁTEX COLOR ROJO,Pinturas,Área abierta / patio de materiales,18.64,Galón,128.6,25.51,1
ELO040031,BANDEJA PARA PINTURA BLANCO REF 026,Pinturas,Mostrador / sala de ventas,4.93,Unidad,134.85,40.69,1
ELO040032,PINTURA LÁTEX COLOR GRIS,Pinturas,Área abierta / patio de materiales,21.97,Galón,107.95,31.59,1
ELO040033,PINTURA LÁTEX COLOR BEIGE,Pinturas,Área abierta / patio de materiales,11.71,Galón,82.86,22.82,1
ELO040034,PINTURA LÁTEX COLOR AMARILLO REF 029,Pinturas,Área abierta / patio de materiales,14.2,Galón,63.85,16.47,1
ELO040035,PINTURA LÁTEX COLOR CAFÉ REF 030,Pinturas,Área abierta / patio de materiales,13.95,Galón,52.99,17.52,1
ELO040036,PINTURA LÁTEX COLOR NEGRO REF 031,Pinturas,Área abierta / patio de materiales,17.43,Galón,96.52,17.53,1
ELO040037,PINTURA LÁTEX COLOR CAFÉ REF 032,Pinturas,Área abierta / patio de materiales,13.9,Galón,128.42,21.88,1
ELO040038,BROCHA ECONÓMICA AMARILLO PULG,Pinturas,Mostrador / sala de ventas,1.3,Unidad,91.74,13.93,1
ELO040039,BROCHA ECONÓMICA AZUL PULG REF 034,Pinturas,Mostrador / sala de ventas,1.48,Unidad,143.46,48.26,1
ELO040040,BANDEJA PARA PINTURA VERDE REF 035,Pinturas,Mostrador / sala de ventas,5.21,Unidad,66.02,19.96,1
ELO040041,BROCHA ECONÓMICA ROJO PULG REF 036,Pinturas,Mostrador / sala de ventas,2.35,Unidad,30.85,7.75,1
ELO040042,BANDEJA PARA PINTURA BLANCO REF 037,Pinturas,Mostrador / sala de ventas,3.41,Unidad,115.32,34.27,1
ELO040043,BANDEJA PARA PINTURA NEGRO REF 038,Pinturas,Mostrador / sala de ventas,4.43,Unidad,61.62,9.0,1
ELO040044,RODILLO FELPA NEGRO PULG REF 039,Pinturas,Mostrador / sala de ventas,5.83,Unidad,26.46,5.52,1
ELO040045,PINTURA LÁTEX COLOR BLANCO REF 040,Pinturas,Área abierta / patio de materiales,22.65,Galón,97.94,18.03,1
ELO040046,BANDEJA PARA PINTURA AMARILLO,Pinturas,Mostrador / sala de ventas,5.67,Unidad,38.25,6.89,1
ELO040047,PINTURA LÁTEX COLOR CAFÉ REF 042,Pinturas,Área abierta / patio de materiales,20.01,Galón,125.51,41.47,1
ELO040048,SELLADOR ACRÍLICO NEGRO REF 043,Pinturas,Área abierta / patio de materiales,15.69,Galón,133.91,24.25,1
ELO040049,SELLADOR ACRÍLICO BLANCO,Pinturas,Área abierta / patio de materiales,8.33,Galón,38.48,10.7,1
ELO040050,PINTURA LÁTEX COLOR AMARILLO REF 045,Pinturas,Área abierta / patio de materiales,19.85,Galón,14.27,3.28,1
ELO040051,SELLADOR ACRÍLICO VERDE REF 046,Pinturas,Área abierta / patio de materiales,8.52,Galón,124.84,29.81,1
ELO040052,SELLADOR ACRÍLICO GRIS,Pinturas,Área abierta / patio de materiales,15.66,Galón,56.97,14.95,1
ELO040053,BANDEJA PARA PINTURA NEGRO REF 048,Pinturas,Mostrador / sala de ventas,3.24,Unidad,132.58,45.01,1
ELO040054,SELLADOR ACRÍLICO GRIS REF 049,Pinturas,Área abierta / patio de materiales,15.11,Galón,129.0,43.51,1
ELO040055,RODILLO FELPA ROJO PULG,Pinturas,Mostrador / sala de ventas,4.0,Unidad,19.84,2.97,1
ELO040056,BANDEJA PARA PINTURA GRIS,Pinturas,Mostrador / sala de ventas,4.96,Unidad,87.02,26.16,1
ELO040057,PINTURA LÁTEX COLOR ROJO REF 052,Pinturas,Área abierta / patio de materiales,21.3,Galón,43.19,5.21,1
ELO040058,RODILLO FELPA BEIGE PULG,Pinturas,Mostrador / sala de ventas,1.78,Unidad,42.42,12.04,1
ELO040059,RODILLO FELPA AZUL PULG,Pinturas,Mostrador / sala de ventas,1.95,Unidad,38.76,13.18,1
ELO050006,ADITIVO PARA MOTOR 25,Automotriz,Área abierta / patio de materiales,7.46,Unidad,116.22,29.99,1
ELO050007,ACEITE MULTIGRADO 20,Automotriz,Área abierta / patio de materiales,15.62,Unidad,99.25,24.89,1
ELO050008,ACEITE MULTIGRADO 1/4,Automotriz,Área abierta / patio de materiales,15.36,Unidad,145.02,49.35,1
ELO050009,ACEITE MULTIGRADO 5/16,Automotriz,Área abierta / patio de materiales,5.31,Unidad,25.47,3.33,1
ELO050010,FILTRO DE ACEITE MODELO 25,Automotriz,Área abierta / patio de materiales,2.06,Unidad,46.28,15.7,1
ELO050011,ADITIVO PARA MOTOR 20,Automotriz,Área abierta / patio de materiales,8.66,Unidad,71.31,14.88,1
ELO050012,REFRIGERANTE AUTOMOTRIZ 1 1/2,Automotriz,Área abierta / patio de materiales,8.39,Galón,91.85,14.42,1
ELO050013,REFRIGERANTE AUTOMOTRIZ 5/16,Automotriz,Área abierta / patio de materiales,4.35,Galón,16.89,3.85,1
ELO050014,ADITIVO PARA MOTOR 1 1/2,Automotriz,Área abierta / patio de materiales,7.0,Unidad,94.58,24.49,1
ELO050015,ADITIVO PARA MOTOR 1 1/2 REF 010,Automotriz,Área abierta / patio de materiales,5.89,Unidad,93.18,16.04,1
ELO050016,ADITIVO PARA MOTOR 3/8,Automotriz,Área abierta / patio de materiales,8.11,Unidad,32.44,5.83,1
ELO050017,FILTRO DE ACEITE MODELO 10,Automotriz,Área abierta / patio de materiales,5.37,Unidad,21.92,4.92,1
ELO050018,ACEITE MULTIGRADO 12,Automotriz,Área abierta / patio de materiales,9.1,Unidad,101.25,32.96,1
ELO050019,ADITIVO PARA MOTOR 14,Automotriz,Área abierta / patio de materiales,8.81,Unidad,108.29,35.16,1
ELO050020,REFRIGERANTE AUTOMOTRIZ 12,Automotriz,Área abierta / patio de materiales,6.61,Galón,78.81,27.56,1
ELO050021,FILTRO DE ACEITE MODELO 14,Automotriz,Área abierta / patio de materiales,6.17,Unidad,123.1,36.39,1
ELO050022,ACEITE MULTIGRADO 10,Automotriz,Área abierta / patio de materiales,11.83,Unidad,143.55,42.84,1
ELO050023,ADITIVO PARA MOTOR 25 REF 018,Automotriz,Área abierta / patio de materiales,9.25,Unidad,138.99,39.24,1
ELO050024,FILTRO DE ACEITE MODELO 1/2,Automotriz,Área abierta / patio de materiales,6.15,Unidad,31.13,4.12,1
ELO050025,ADITIVO PARA MOTOR 50,Automotriz,Área abierta / patio de materiales,5.44,Unidad,52.65,9.6,1
ELO050026,ACEITE MULTIGRADO 10 REF 021,Automotriz,Área abierta / patio de materiales,15.05,Unidad,59.37,17.02,1
ELO050027,ADITIVO PARA MOTOR 5/16,Automotriz,Área abierta / patio de materiales,8.01,Unidad,5.09,1.49,1
ELO050028,REFRIGERANTE AUTOMOTRIZ 40,Automotriz,Área abierta / patio de materiales,5.52,Galón,44.79,15.12,1
ELO050029,FILTRO DE ACEITE MODELO 60,Automotriz,Área abierta / patio de materiales,2.23,Unidad,80.87,20.93,1
ELO050030,ACEITE MULTIGRADO 2,Automotriz,Área abierta / patio de materiales,8.5,Unidad,110.33,14.45,1
ELO050031,ADITIVO PARA MOTOR 12,Automotriz,Área abierta / patio de materiales,6.62,Unidad,98.59,23.92,1
ELO050032,ADITIVO PARA MOTOR 3/8 REF 027,Automotriz,Área abierta / patio de materiales,4.87,Unidad,50.62,13.0,1
ELO050033,ACEITE MULTIGRADO 12 REF 028,Automotriz,Área abierta / patio de materiales,9.96,Unidad,115.87,21.11,1
ELO050034,FILTRO DE ACEITE MODELO 60 REF 029,Automotriz,Área abierta / patio de materiales,2.2,Unidad,65.63,19.82,1
ELO050035,ADITIVO PARA MOTOR 50 REF 030,Automotriz,Área abierta / patio de materiales,4.44,Unidad,133.68,30.36,1
ELO050036,FILTRO DE ACEITE MODELO 5/16,Automotriz,Área abierta / patio de materiales,7.91,Unidad,124.66,26.35,1
ELO050037,REFRIGERANTE AUTOMOTRIZ 30,Automotriz,Área abierta / patio de materiales,6.74,Galón,49.14,13.11,1
ELO050038,REFRIGERANTE AUTOMOTRIZ 14,Automotriz,Área abierta / patio de materiales,3.65,Galón,8.91,2.19,1
ELO050039,ADITIVO PARA MOTOR 10,Automotriz,Área abierta / patio de materiales,9.83,Unidad,51.61,13.02,1
ELO050040,ACEITE MULTIGRADO 30,Automotriz,Área abierta / patio de materiales,10.51,Unidad,67.04,11.89,1
ELO050041,ADITIVO PARA MOTOR 16,Automotriz,Área abierta / patio de materiales,7.65,Unidad,80.98,20.78,1
ELO050042,ACEITE MULTIGRADO 30 REF 037,Automotriz,Área abierta / patio de materiales,9.11,Unidad,98.81,33.24,1
ELO050043,FILTRO DE ACEITE MODELO 14 REF 038,Automotriz,Área abierta / patio de materiales,2.71,Unidad,123.63,27.79,1
ELO050044,REFRIGERANTE AUTOMOTRIZ 50,Automotriz,Área abierta / patio de materiales,4.64,Galón,146.05,29.39,1
ELO050045,FILTRO DE ACEITE MODELO 12,Automotriz,Área abierta / patio de materiales,4.28,Unidad,74.36,10.22,1
ELO050046,REFRIGERANTE AUTOMOTRIZ 60,Automotriz,Área abierta / patio de materiales,4.74,Galón,95.94,29.48,1
ELO050047,FILTRO DE ACEITE MODELO 1/4,Automotriz,Área abierta / patio de materiales,2.22,Unidad,132.64,29.09,1
ELO050048,FILTRO DE ACEITE MODELO 14 REF 043,Automotriz,Área abierta / patio de materiales,3.9,Unidad,58.57,20.15,1
ELO050049,ACEITE MULTIGRADO 3/8,Automotriz,Área abierta / patio de materiales,13.29,Unidad,44.53,12.68,1
ELO050050,REFRIGERANTE AUTOMOTRIZ 5/16 REF 045,Automotriz,Área abierta / patio de materiales,6.14,Galón,103.17,20.09,1
ELO050051,REFRIGERANTE AUTOMOTRIZ 14 REF 046,Automotriz,Área abierta / patio de materiales,3.8,Galón,29.42,7.78,1
ELO050052,ADITIVO PARA MOTOR 3/8 REF 047,Automotriz,Área abierta / patio de materiales,8.87,Unidad,76.45,22.91,1
ELO050053,REFRIGERANTE AUTOMOTRIZ 1/4,Automotriz,Área abierta / patio de materiales,5.63,Galón,134.27,44.01,1
ELO050054,FILTRO DE ACEITE MODELO 25 REF 049,Automotriz,Área abierta / patio de materiales,5.04,Unidad,2.62,1,1
ELO050055,ACEITE MULTIGRADO 30 REF 050,Automotriz,Área abierta / patio de materiales,8.92,Unidad,97.96,14.36,1
ELO050056,ACEITE MULTIGRADO 3/8 REF 051,Automotriz,Área abierta / patio de materiales,9.89,Unidad,93.11,20.27,1
ELO050057,ACEITE MULTIGRADO 3/8 REF 052,Automotriz,Área abierta / patio de materiales,11.13,Unidad,100.33,23.55,1
ELO060006,CINTA MÉTRICA 40 M,Herramientas,Mostrador / sala de ventas,7.37,Unidad,70.58,19.84,1
ELO060007,MARTILLO MANGO FIBRA 20,Herramientas,Mostrador / sala de ventas,12.48,Unidad,97.69,27.49,1
ELO060008,CINTA MÉTRICA 60 M,Herramientas,Mostrador / sala de ventas,6.88,Unidad,31.91,10.8,1
ELO060009,DISCO CORTE METAL 1,Herramientas,Mostrador / sala de ventas,2.34,Unidad,106.05,23.75,1
ELO060010,DESTORNILLADOR PUNTA PLANA 1,Herramientas,Mostrador / sala de ventas,3.57,Unidad,10.99,2.38,1
ELO060011,DESTORNILLADOR PUNTA PLANA 1/4,Herramientas,Mostrador / sala de ventas,3.17,Unidad,32.2,6.6,1
ELO060012,CINTA MÉTRICA 12 M,Herramientas,Mostrador / sala de ventas,5.74,Unidad,113.45,14.27,1
ELO060013,DESTORNILLADOR PUNTA PLANA 30,Herramientas,Mostrador / sala de ventas,1.77,Unidad,27.42,6.32,1
ELO060014,DESTORNILLADOR PUNTA PLANA 25,Herramientas,Mostrador / sala de ventas,1.06,Unidad,89.06,18.1,1
ELO060015,CINTA MÉTRICA 1 1/2 M,Herramientas,Mostrador / sala de ventas,3.95,Unidad,113.65,23.0,1
ELO060016,DESTORNILLADOR PUNTA PLANA 60,Herramientas,Mostrador / sala de ventas,4.01,Unidad,4.59,1,1
ELO060017,MARTILLO MANGO FIBRA 20 REF 012,Herramientas,Mostrador / sala de ventas,13.1,Unidad,58.95,20.21,1
ELO070006,CLAVO COMÚN 12 LB,Carpintería,Área abierta / patio de materiales,1.6,Libra,20.77,4.08,1
ELO070007,CLAVO COMÚN 2 LB,Carpintería,Área abierta / patio de materiales,1.62,Libra,93.87,27.66,1
,TORNILLO PARA MADERA 1/2,Carpintería,Mostrador / sala de ventas,4.46,Bolsa,99.7,27.31,0
,PEGAMENTO PARA MADERA 40,Carpintería,Mostrador / sala de ventas,5.3,Unidad,37.25,10.16,0
,PEGAMENTO PARA MADERA 40 REF 005,Carpintería,Mostrador / sala de ventas,5.53,Unidad,96.78,15.72,0
,TORNILLO PARA MADERA 2,Carpintería,Mostrador / sala de ventas,1.25,Bolsa,96.89,13.49,0
,LIJA PARA MADERA GRANO 16,Carpintería,Área abierta / patio de materiales,0.84,Unidad,22.1,7.36,0
ELO070013,CLAVO COMÚN 60 LB,Carpintería,Área abierta / patio de materiales,2.86,Libra,54.97,8.34,1
